model,prompt,tokens,lang,sents_per_doc,words_per_doc,words_per_sent,coverage,density,compression,summary_length,percentage_novel_1-gram,percentage_repeated_1-gram_in_summ,percentage_novel_2-gram,percentage_repeated_2-gram_in_summ,percentage_novel_3-gram,percentage_repeated_3-gram_in_summ
llama3,base,"['A', 'Asociación', 'de', 'Pacientes', 'Finisterrae', 'está', 'a', 'demandar', 'ao', 'concello', 'de', 'Carnota', 'a', 'cesión', 'dun', 'local', 'para', 'poñer', 'en', 'marcha', 'un', 'centro', 'terapéutico', 'para', 'apoio', 'ós', 'enfermos', 'de', 'cancro', '.', 'A', 'asociación', ',', 'fundada', 'en', '2018', ',', 'está', 'cansa', 'de', 'buscar', 'apoio', 'nos', 'concellos', 'da', 'Costa', 'da', 'Morte', 'e', 'reclama', 'melloras', 'na', 'calidade', 'asistencial', 'no', 'Hospital', 'de', 'Cee', ',', 'como', 'unha', 'UCI', 'con', 'servizo', '24', 'horas', 'ou', 'máis', 'especialidades', '.', 'A', 'asociación', 'destaca', 'a', 'necesidade', 'destes', 'servizos', 'nunha', 'área', 'con', 'alta', 'carencia', 'de', 'servizos', 'sanitarios', 'e', 'de', 'atención', 'primaria', '.']",0,3,90,30.0,0.8214285714285714,3.7738095238095237,2.5595238095238093,84.0,0.21875,0.171875,0.43902439024390244,0.012195121951219513,0.5975609756097561,0.0
llama3,5w1h,"['A', 'continuación', ',', 'a', 'información', 'recollida', 'do', 'texto', 'segundo', 'o', 'método', 'dos', '5W1H', ':', 'Que', ':', 'A', 'Asociación', 'de', 'Pacientes', 'Finisterrae', 'solicita', 'un', 'local', 'por', 'parte', 'do', 'concello', 'de', 'Carnota', 'para', 'desenvolver', 'servizos', 'de', 'apoio', 'ós', 'pacientes', 'de', 'cancro', '.', 'Quen', ':', 'A', 'Asociación', 'de', 'Pacientes', 'Finisterrae', ',', 'fundada', 'en', '2018', '.', 'Cando', ':', 'En', 'xaneiro', 'de', '2018', ',', 'a', 'asociación', 'comezou', 'a', 'funcionar', 'e', ',', 'catro', 'anos', 'despois', ',', 'continúa', 'demandando', 'apoio', '.', 'Onde', ':', 'No', 'concello', 'de', 'Carnota', ',', 'na', 'Costa', 'da', 'Morte', '.', 'Por', 'que', ':', 'Para', 'mellorar', 'a', 'calidade', 'asistencial', 'e', 'proporcionar', 'apoio', 'ós', 'pacientes', 'de', 'cancro', 'e', 'as', 'súas', 'familias', '.', 'Como', ':', 'A', 'asociación', 'solicita', 'a', 'cesión', 'dun', 'local', 'para', 'crear', 'un', 'centro', 'terapéutico', 'e', ',', 'ademais', ',', 'reclama', 'melloras', 'no', 'Hospital', 'de', 'Cee', ',', 'como', 'a', 'implantación', 'dunha', 'UCI', 'con', 'servizo', '24', 'horas', 'ou', 'a', 'creación', 'de', 'máis', 'especialidades', '.']",0,7,147,21.0,0.664,2.36,1.72,125.0,0.4470588235294118,0.21176470588235294,0.6521739130434783,0.06086956521739131,0.7983193277310925,0.03361344537815126
llama3,tldr,"['A', 'Asociación', 'de', 'Pacientes', 'Finisterrae', ',', 'fundada', 'en', '2018', 'en', 'Carnota', ',', 'demanda', 'un', 'local', 'do', 'concello', 'para', 'un', 'centro', 'terapéutico', 'e', 'reclama', 'melloras', 'no', 'Hospital', 'de', 'Cee', ',', 'como', 'unha', 'UCI', 'ou', 'máis', 'especialidades', ',', 'para', 'cubrir', 'as', 'necesidades', 'sanitarias', 'da', 'Costa', 'da', 'Morte', '.']",0,1,46,46.0,0.6829268292682927,1.4146341463414633,5.2439024390243905,41.0,0.3611111111111111,0.1388888888888889,0.75,0.0,0.8974358974358975,0.0
subhead,subhead,"['A', 'Asociación', 'de', 'Pacientes', 'Finisterrae', 'considera', 'máis', 'que', 'necesario', 'o', 'servizo', '.']",0,1,12,12.0,0.7272727272727273,2.5454545454545454,19.545454545454547,11.0,0.2727272727272727,0.0,0.6,0.0,0.6666666666666666,0.0
article,article,"['Dúas', 'semanas', 'despois', 'do', 'asasinato', ',', 'máis', 'de', 'trinta', 'persoas', 'foron', 'detidas', 'o', 'pasado', 'martes', 'como', 'presuntas', 'participantes', 'na', 'brutal', 'liorta', 'ou', 'responsables', 'da', 'morte', 'a', 'paus', 'do', 'afeccionado', 'ultra', 'do', 'Deportivo', ',', 'Francisco', 'Javier', 'Romero', 'Taboada', ',', 'Jimmy', ',', 'o', 'pasado', '30', 'de', 'novembro', '.', 'Entre', 'as', 'persoas', 'arrestadas', 'hai', 'dúas', 'que', 'serían', 'algunhas', 'das', 'supostas', 'autoras', 'materiais', 'da', 'agresión', 'que', 'matou', 'o', 'seareiro', 'galego', '.', 'Os', '36', 'detidos', 'son', 'membros', 'do', 'Frente', 'Atlético', 'e', 'non', 'se', 'descartan', 'máis', 'detencións', 'nos', 'vindeiros', 'días', 'Practicamente', 'todos', 'os', 'detidos', 'nesta', 'operación', 'Neptuno', '-', 'que', 'chegan', 'xa', 'a', '40', 'e', 'desenvolvida', 'en', 'Madrid', 'e', 'noutras', 'localidades', '-', 'pertencen', 'ao', 'Frente', 'Atlético', '.', 'Ademais', ',', 'un', 'deles', 'é', 'militar', 'en', 'activo', 'da', 'Unidade', 'de', 'Emerxencias', 'e', 'outro', 'axente', 'da', 'Garda', 'Civil', 'en', 'Rivas', '.', 'Un', 'dos', 'presuntos', 'asasinos', 'do', 'afeccionados', 'branquiazul', 'é', 'un', 'taxista', 'da', 'localidade', 'de', 'Parla', ',', 'casado', 'e', 'con', 'dous', 'fillos', 'que', 'tamén', 'tivo', 'pasado', 'na', 'carreira', 'militar', ',', 'concretamente', 'na', 'Brigada', 'de', 'Paracaidistas', '(', 'Bripac', ')', ',', 'e', 'que', 'fora', 'multado', 'por', 'agredir', 'dous', 'xornalistas', 'hai', 'xa', 'uns', 'anos', '.', 'Na', 'mañá', 'deste', 'mércores', 'tamén', 'foron', 'detidos', 'catro', 'persoas', 'máis', 'en', 'Xixón', ',', 'membros', 'dos', 'Ultra', 'Boys', ',', 'peña', 'do', 'equipo', 'asturiano', ',', 'e', 'arrestados', 'pola', 'súa', 'suposta', 'participación', 'na', 'liorta', '.', 'Entre', 'eles', ',', 'outro', 'ex', 'militar', 'de', 'Langreo', 'que', 'tamen', 'tería', 'participado', 'na', 'malleira', 'que', 'causou', 'a', 'morte', 'de', 'Jimmy', ',', 'segundo', 'adianta', 'a', 'televisión', 'pública', 'asturiana', '.', 'É', 'un', 'home', 'de', '27', 'anos', 'con', 'vículos', 'con', 'grupos', 'da', 'extrema', 'dereita', ',', 'tanto', 'no', 'Principado', 'coma', 'no', 'Estado', '.', 'Segundo', 'El', 'Confidencial', ',', 'outro', 'dos', 'arrestados', 'en', 'Madrid', 'tería', 'participado', 'tamén', 'nos', 'actos', 'que', 'provocaron', 'o', 'falecemento', 'do', 'seareiro', 'galego', '.', 'Segundo', 'fontes', 'ás', 'que', 'tivo', 'acceso', 'Praza', ',', 'hai', 'sospeitas', 'de', 'que', 'máis', 'membros', 'ou', 'ex', 'membros', 'de', 'forzas', 'de', 'seguridade', 'participasen', 'na', 'liorta', '.', 'Tamén', 'hai', 'menores', 'de', 'idade', ',', 'unha', 'muller', 'e', 'persoas', 'de', 'todo', 'tipo', 'de', 'clase', 'e', 'condición', ',', 'desde', 'parados', 'ata', 'profesionais', ',', 'e', 'desde', 'homes', 'de', '47', 'anos', 'a', 'rapaces', 'de', 'menos', 'de', '18', '.', 'A', 'todos', 'eles', 'impútansenlles', 'delitos', 'de', 'tenza', 'ilícita', 'de', 'armas', 'ou', 'obxectos', 'perigosos', 'e', 'rifa', 'tumultuaria', ',', 'mentres', 'que', 'os', 'dous', 'presuntos', 'asasinos', 'serían', 'acusados', 'de', 'homicidio', '.', 'Entre', 'os', 'detidos', 'hai', 'un', 'militar', 'e', 'un', 'garda', 'civil', 'en', 'activo', ';', 'dous', 'dos', 'presuntos', 'asasinos', 'formaron', 'tamén', 'parte', 'do', 'Exército', 'hai', 'tempo', 'As', 'investigacións', 'policiais', 'comezaron', 'a', 'dar', 'os', 'seus', 'froitos', 'máis', 'de', 'quince', 'días', 'máis', 'tarde', 'dunha', 'pelexa', 'que', 'acabou', 'con', '21', 'detidos', '-', '16', 'dos', 'Riazor', 'Blues', ',', '4', 'do', 'Frente', 'Atlético', ',', 'ademais', 'doutra', 'persoa-', ',', 'case', 'un', 'cento', 'de', 'retidos', 'e', 'tamén', 'varios', 'feridos', '.', 'Aínda', 'que', 'hai', 'versións', 'contraditorias', ',', 'ningún', 'dato', 'demostrou', 'aínda', 'que', 'a', 'liorta', 'fose', 'pactada', '-', 'tal', 'e', 'como', 'se', 'dixo', 'nun', 'principio', '-', 'nin', 'que', 'houbese', 'unha', 'quedada', 'previa', 'a', 'través', 'de', 'mensaxes', 'ou', 'redes', 'sociais', '.', 'Os', 'Riazor', 'Blues', 'seguen', 'a', 'defender', 'que', 'foi', 'unha', '\\""', 'emboscada', 'neonazi\\', '""', 'por', 'medio', 'dun', 'grupo', 'que', 'ía', 'armado', 'con', 'paus', 'e', 'barras', 'metálicas', '.', 'A', 'investigación', 'parece', 'insistir', 'agora', 'nesa', 'teoría', 'de', 'que', 'os', 'ultras', 'atléticos', 'agardaban', 'os', 'afeccionados', 'galegos', 'para', 'atacalos', 'con', 'elevada', 'violencia', '.', 'Todos', 'os', 'feridos', 'por', 'arma', 'branca', 'pertencían', 'á', 'peña', 'deportivista', '.', 'A', 'operación', 'Neptuno', '-', 'desenvolvida', 'pola', 'Brigada', 'de', 'Información', 'de', 'Madrid', 'coa', 'axuda', 'dunha', 'unidade', 'de', 'antidisturbios', '-', 'seguiu', 'a', 'pista', 'dos', 'supostos', 'agresores', 'grazas', 'ás', 'gravacións', 'das', 'cámaras', 'da', 'zona', 'onde', 'se', 'produciu', 'a', 'liorta', 'e', 'tamén', 'a', 'través', 'dos', 'teléfonos', 'móbiles', '.', 'Inténtase', 'aclarar', 'quen', 'foron', 'os', 'autores', 'materiais', 'do', 'violento', 'asasinato', 'sufrido', 'polo', 'seareiro', 'deportivista', ',', 'golpeado', 'para', 'logo', 'ser', 'lanzado', 'ao', 'río', 'Manzanares', ',', 'onde', 'agonizou', 'durante', 'uns', 'vinte', 'minutos', 'para', 'morrer', 'tan', 'só', 'poucas', 'horas', 'despois', '.', 'Esta', 'tan', 'só', 'será', 'a', 'primeira', 'fase', 'da', 'operación', ',', 'que', 'se', 'ampliará', 'nos', 'vindeiros', 'días', 'a', 'unha', 'segunda', 'na', 'que', 'podería', 'producirse', 'detencións', 'de', 'cidadáns', 'estranxeiros', ',', 'segundo', 'adiantou', 'a', 'Cadena', 'Ser', ',', 'que', 'tamén', 'asegura', 'que', 'un', 'dos', 'presuntos', 'responsables', 'da', 'morte', 'do', 'seareiro', 'galego', 'é', 'un', 'taxista', 'de', 'Parla', ',', 'casado', 'e', 'con', 'dous', 'fillos', '.', 'A', 'operación', 'terá', 'unha', 'segunda', 'fase', 'onde', 'poderían', 'deterse', 'cidadáns', 'estranxeiros', 'O', 'asasinato', 'do', 'afeccionado', 'galego', 'causou', 'tamén', 'unha', 'importante', 'polémica', ',', 'ao', 'culpar', 'Interior', 'o', 'Deportivo', 'de', 'erros', 'de', 'seguridade', ',', 'malia', 'que', 'recoñeceu', '-', 'e', 'logo', 'tamén', 'se', 'demostrou', '-', 'que', 'o', 'club', 'e', 'a', 'policía', 'da', 'Coruña', 'avisaran', 'a', 'Madrid', 'da', 'presenza', 'dos', 'Riazor', 'Blues', 'esa', 'mañá', 'en', 'Madrid', '.', 'Nunha', 'comparecencia', 'no', 'Congreso', ',', 'o', 'Goberno', 'acusaou', 'a', 'entidade', 'de', 'non', 'dar', 'información', '""', 'precisa', '""', 'sobre', 'o', 'desprazamento', 'dos', 'ultras', 'e', 'destituíu', 'os', 'coordinadores', 'de', 'seguridade', 'da', 'entidade', 'galega', 'e', 'do', 'Atlético', '.', 'A', 'oposición', 'recriminara', 'a', 'actuación', 'do', 'Executivo', 'e', 'lembráralle', 'que', 'tiña', 'suficientes', 'datos', 'como', 'para', 'actuar', 'antes', ',', 'ao', 'igual', 'que', 'sindicatos', 'policiais', 'en', 'Galicia', ',', 'que', 'defenderon', 'a', 'actuación', 'dos', 'axentes', 'e', 'criticaron', 'a', 'da', 'capital', 'do', 'Estado', '.', 'De', 'feito', ',', 'o', 'partido', 'non', 'foi', 'declarado', 'de', 'alto', 'risco', ',', 'o', 'que', 'tería', 'multiplicado', 'por', 'dez', 'a', 'presenza', 'policial', ',', 'nin', 'as', 'forzas', 'de', 'seguridade', 'estaban', 'presente', 'nas', 'inmediacións', 'da', 'pelexa', ',', 'a', 'pesar', 'de', 'que', 'recoñecen', 'que', 'sabían', 'que', 'varios', 'membros', 'do', 'Frente', 'Atlético', 'quedaran', 'para', 'almorzar', 'ás', 'sete', 'da', 'mañá', '.', 'Ademais', ',', 'as', 'medidas', 'levadas', 'a', 'cabo', 'polo', 'Deportivo', '-', 'presionado', 'tamén', 'pola', 'Liga', 'de', 'Fútbol', 'Profesional', 'e', 'o', 'propio', 'Executivo', 'central', '-', 'provocaron', 'tamén', 'unha', 'importante', 'polémica', 'en', 'Riazor', ',', 'así', 'como', 'a', 'fractura', 'social', 'do', 'deportivismo', '.', 'Unha', 'parte', 'da', 'bancada', 'criticou', 'con', 'dureza', 'o', 'peche', 'da', 'bancada', 'onde', 'adoitan', 'situarse', 'os', 'Riazor', 'Blues', 'xunto', 'a', 'outros', 'varios', 'milleiros', 'de', 'persoas', ',', 'así', 'como', 'que', 'a', 'entidade', 'asuma', 'as', 'intencións', 'das', 'altas', 'instancias', 'gobernamentais', 'e', 'deportivas', ',', 'que', 'lle', 'reclaman', 'que', 'o', 'grupo', 'ultra', 'do', 'Deportivo', 'non', 'volva', 'ter', 'presenza', 'no', 'estadio', '.']",1,26,970,37.30769230769231,,,,,,,,,,
human,human,"['A', 'primeira', 'fase', 'da', 'operación', 'Neptuno', ',', 'desenvolvida', 'en', 'Madrid', 'e', 'outras', 'localidades', ',', 'sáldase', 'con', '36', 'detidos', 'do', 'Frente', 'Atlético', 'e', '4', 'dos', 'Ultra', 'Boys', 'de', 'Xixón', ',', 'dúas', 'semanas', 'despois', 'do', 'asasinato', 'do', 'afeccionado', 'ultra', 'do', 'Deportivo', 'Jimmy', 'tras', 'recibir', 'unha', 'malleira', 'e', 'ser', 'tirado', 'ao', 'río', 'Manzanares', 'o', '30', 'de', 'novembro', '.', 'Os', 'detidos', ',', 'moitos', 'membros', 'ou', 'ex', 'membros', 'de', 'forzas', 'de', 'seguridade', ',', 'están', 'imputados', 'por', 'tenza', 'ilícita', 'de', 'armas', 'ou', 'obxectos', 'perigosos', 'e', 'rifa', 'tumultuaria', '.', 'Investígase', 'se', 'os', 'ultras', 'atléticos', 'prepararon', 'o', 'ataque', 'contra', 'os', 'Riazor', 'Blues', 'e', 'quen', 'foron', 'os', 'autores', 'materiais', 'do', 'asasinato', '.', 'Os', 'feitos', 'desataron', 'a', 'polémica', 'sobre', 'os', 'erros', 'de', 'seguridade', ',', 'malia', 'que', 'dende', 'A', 'Coruña', 'avisaron', 'a', 'Madrid', 'da', 'presenza', 'do', 'grupo', 'ultra', 'deportivista', 'na', 'capital', '.', 'Ademais', ',', 'o', 'acontecido', 'causou', 'presión', 'para', 'prohibir', 'a', 'entrada', 'dos', 'ultras', 'a', 'Riazor', 'e', 'críticas', 'entre', 'os', 'afeccionados', 'polo', 'peche', 'da', 'bancada', 'que', 'ocupaban', 'en', 'parte', 'os', 'Riazor', 'Blues', 'no', 'estadio', '.']",1,5,164,32.8,0.7894736842105263,2.6315789473684212,5.809210526315789,152.0,0.2962962962962963,0.16666666666666666,0.6013513513513513,0.02027027027027027,0.7516778523489933,0.006711409395973154
human,human,"['Tras', 'dúas', 'semanas', 'dende', 'o', 'asasinato', 'de', 'Jimmy', ',', 'o', 'afeccionado', 'ultra', 'do', 'Deportivo', ',', 'máis', 'de', 'trinta', 'persoas', 'foron', 'detidas', 'como', 'presuntas', 'participantes', 'na', 'pelexa', 'ou', 'como', 'presuntas', 'autoras', 'materiais', 'da', 'súa', 'morte', '.', 'Estas', 'persoas', 'enfróntanse', 'a', 'cargos', 'de', 'tenza', 'ilícita', 'de', 'armas', ',', 'rifa', 'tumultuaria', ',', 'e', 'incluso', 'homicidio', '.', 'Aínda', 'que', 'proveñen', 'de', 'diferentes', 'puntos', 'do', 'estado', 'e', 'presentan', 'perfís', 'diversos', ',', 'todas', 'elas', 'pertencen', 'ao', 'Frente', 'Atlético', '.', 'Ademais', ',', 'unha', 'parte', 'significativa', 'está', 'relacionada', 'coas', 'forzas', 'de', 'seguridade', 'e', 'ten', 'antecedentes', 'previos', '.', 'Moitas', 'delas', 'manteñen', 'vínculos', 'con', 'grupos', 'de', 'extrema', 'dereita', '.', 'Polo', 'momento', ',', 'descártase', 'que', 'a', 'liorta', 'fose', 'pactada', ',', 'e', 'os', 'Riazor', 'Blues', 'defenden', 'que', 'foi', 'unha', 'emboscada', 'neonazi', '.', 'A', 'nivel', 'oficial', ',', 'as', 'distintas', 'autoridades', 'néganse', 'a', 'asumir', 'a', 'responsabilidade', 'dos', 'erros', 'de', 'seguridade', '.', 'Nos', 'vindeiros', 'días', ',', 'iniciarase', 'unha', 'segunda', 'fase', ',', 'en', 'que', 'se', 'poderían', 'deter', 'cidadáns', 'estranxeiros', '.']",1,8,154,19.25,0.6444444444444445,1.7259259259259259,6.54074074074074,135.0,0.43243243243243246,0.09009009009009009,0.6917293233082706,0.007518796992481203,0.8571428571428571,0.0
human,human,"['Jimmy', ',', 'seareiro', 'ultra', 'do', 'Deportivo', ',', 'foi', 'asasinado', 'a', 'paus', 'o', 'pasado', '30', 'de', 'novembro', '.', 'Dúas', 'semanas', 'despois', ',', 'máis', 'de', 'trinta', 'persoas', ',', 'a', 'maioría', 'membros', 'do', 'Frente', 'Atlético', ',', 'foron', 'detidas', 'como', 'presuntas', 'participantes', 'na', 'liorta', 'que', 'deu', 'lugar', 'á', 'súa', 'morte', ',', 'entre', 'as', 'que', 'se', 'atopan', 'ex', 'militares', 'e', 'afíns', 'á', 'extrema', 'dereita', '.', 'Inicialmente', 'díxose', 'que', 'a', 'liorta', 'fora', 'pactada', 'entre', 'ultras', 'do', 'Atlético', 'e', 'o', 'Deportivo', ',', 'pero', 'a', 'versión', 'máis', 'recente', 'é', 'que', 'foi', 'unha', 'emboscada', 'por', 'parte', 'de', 'membros', 'do', 'Frente', 'Atlético', ',', 'como', 'defendían', 'os', 'ultras', 'deportivistas', '.', 'O', 'Goberno', 'acusou', 'o', 'Deportivo', 'de', 'non', 'informar', 'debidamente', 'do', 'desprazamento', 'dos', 'ultras', ',', 'mentras', 'a', 'oposición', 'critica', 'a', 'Interior', 'por', 'non', 'ter', 'levado', 'a', 'cabo', 'máis', 'medidas', 'de', 'prevención', 'e', 'reforzo', 'de', 'persoal', 'de', 'seguridade', '.']",1,4,136,34.0,0.7642276422764228,1.5447154471544715,7.178861788617886,123.0,0.3411764705882353,0.2235294117647059,0.7226890756302521,0.025210084033613446,0.8991596638655462,0.01680672268907563
gpt5,base,"['O', 'texto', 'relata', 'as', 'investigacións', 'e', 'consecuencias', 'do', 'asasinato', 'de', 'Francisco', 'Javier', 'Romero', 'Taboada', ',', 'Jimmy', ',', 'seareiro', 'do', 'Deportivo', 'da', 'Coruña', ',', 'morto', 'nunha', 'liorta', 'violenta', 'en', 'Madrid', 'o', '30', 'de', 'novembro', '.', 'Resumo', ':', 'Dúas', 'semanas', 'despois', ',', 'a', 'Policía', 'detivo', 'máis', 'de', '40', 'persoas', ',', 'maioritariamente', 'do', 'Frente', 'Atlético', ',', 'acusadas', 'de', 'participar', 'na', 'malleira', '.', 'Entre', 'elas', 'hai', 'militares', ',', 'un', 'garda', 'civil', ',', 'un', 'taxista', 'de', 'Parla', '(', 'considerado', 'un', 'dos', 'presuntos', 'asasinos', ')', 'e', 'membros', 'de', 'grupos', 'ultras', 'doutros', 'equipos', ',', 'como', 'os', 'Ultra', 'Boys', 'de', 'Xixón', '.', 'Impútanselles', 'delitos', 'de', 'tenza', 'de', 'armas', 'e', 'rifa', 'tumultuaria', ',', 'e', 'a', 'varios', ',', 'homicidio', '.', 'As', 'investigacións', ',', 'baseadas', 'en', 'gravacións', 'e', 'teléfonos', 'móbiles', ',', 'apuntan', 'a', 'que', 'os', 'ultras', 'atléticos', 'prepararon', 'unha', 'emboscada', 'contra', 'os', 'Riazor', 'Blues', ',', 'que', 'foron', 'os', 'únicos', 'feridos', 'por', 'arma', 'branca', '.', 'A', 'operación', 'policial', ',', 'chamada', 'Neptuno', ',', 'continúa', 'e', 'prevé', 'máis', 'detencións', ',', 'incluso', 'de', 'estranxeiros', '.', 'O', 'caso', 'xerou', 'polémica', 'política', ':', 'o', 'Goberno', 'acusou', 'o', 'Deportivo', 'de', 'non', 'dar', 'información', 'suficiente', ',', 'aínda', 'que', 'se', 'demostrou', 'que', 'tanto', 'o', 'club', 'coma', 'a', 'Policía', 'coruñesa', 'avisaran', 'da', 'viaxe', 'dos', 'seareiros', '.', 'A', 'oposición', 'e', 'sindicatos', 'policiais', 'criticaron', 'a', 'falta', 'de', 'prevención', 'en', 'Madrid', ',', 'xa', 'que', 'o', 'partido', 'non', 'foi', 'declarado', 'de', 'alto', 'risco', 'e', 'non', 'houbo', 'presenza', 'policial', 'na', 'zona', 'da', 'pelexa', '.', 'O', 'crime', 'e', 'a', 'resposta', 'institucional', 'tamén', 'provocaron', 'división', 'no', 'deportivismo', ',', 'especialmente', 'polo', 'peche', 'da', 'bancada', 'dos', 'Riazor', 'Blues', 'en', 'Riazor', 'e', 'a', 'presión', 'para', 'que', 'o', 'grupo', 'desapareza', 'do', 'estadio', '.']",0,9,261,29.0,0.7192982456140351,1.5175438596491229,3.8728070175438596,228.0,0.4,0.11875,0.7309417040358744,0.013452914798206279,0.8982300884955752,0.0
gpt5,5w1h,"['Aquí', 'tes', 'o', 'resumo', 'do', 'texto', 'segundo', 'o', 'método', '5W1H', '(', 'quen', ',', 'que', ',', 'cando', ',', 'onde', ',', 'por', 'que', ',', 'como', ')', ':', 'Quen', ':', 'Francisco', 'Javier', 'Romero', 'Taboada', '“', 'Jimmy”', ',', 'afeccionado', 'do', 'Deportivo', ',', 'foi', 'asasinado', '.', '36', 'detidos', 'inicialmente', '(', 'chegan', 'a', '40', ')', ',', 'maioritariamente', 'do', 'Frente', 'Atlético', ',', 'entre', 'eles', 'un', 'militar', 'en', 'activo', ',', 'un', 'garda', 'civil', 'e', 'varios', 'ex', 'militares', '.', 'Tamén', 'catro', 'detidos', 'en', 'Xixón', ',', 'membros', 'dos', 'Ultra', 'Boys', '.', 'Os', 'Riazor', 'Blues', '(', 'peña', 'do', 'Deportivo', ')', 'foron', 'as', 'vítimas', 'da', 'agresión', '.', 'Que', ':', 'Brutal', 'liorta', 'entre', 'grupos', 'ultras', 'do', 'Atlético', 'e', 'do', 'Deportivo', 'que', 'rematou', 'coa', 'morte', 'de', 'Jimmy', '.', 'Operación', 'policial', 'Neptuno', 'con', 'numerosas', 'detencións', ',', 'acusacións', 'por', 'homicidio', ',', 'rifa', 'tumultuaria', 'e', 'tenza', 'ilícita', 'de', 'armas', '.', 'Polémica', 'política', 'e', 'deportiva', 'pola', 'xestión', 'da', 'seguridade', '.', 'Cando', ':', 'A', 'liorta', 'e', 'morte', 'producíronse', 'o', '30', 'de', 'novembro', '.', 'As', 'detencións', 'principais', ',', 'dúas', 'semanas', 'despois', ',', 'o', 'martes', 'e', 'mércores', 'posteriores', '.', 'A', 'investigación', 'continúa', 'con', 'fases', 'posteriores', '.', 'Onde', ':', 'A', 'liorta', 'tivo', 'lugar', 'en', 'Madrid', ',', 'nas', 'inmediacións', 'do', 'río', 'Manzanares', '.', 'As', 'detencións', 'realizáronse', 'en', 'Madrid', ',', 'Parla', ',', 'Rivas', 'e', 'Xixón', '.', 'Por', 'que', ':', 'Enfrontamento', 'entre', 'grupos', 'ultras', 'rivais', '(', 'Frente', 'Atlético', ',', 'Riazor', 'Blues', ',', 'Ultra', 'Boys', ')', '.', 'Posible', 'emboscada', 'do', 'Frente', 'Atlético', 'contra', 'os', 'deportivistas', ',', 'segundo', 'varias', 'fontes', '.', 'Fallos', 'de', 'coordinación', 'e', 'prevención', 'por', 'parte', 'das', 'autoridades', 'e', 'clubes', ',', 'segundo', 'a', 'oposición', 'e', 'sindicatos', 'policiais', '.', 'Como', ':', 'Jimmy', 'foi', 'golpeado', 'con', 'paus', 'e', 'barras', 'metálicas', ',', 'lanzado', 'ao', 'río', 'Manzanares', 'e', 'morreu', 'tras', 'agonizar', 'vinte', 'minutos', '.', 'A', 'policía', 'seguiu', 'as', 'pistas', 'mediante', 'cámaras', 'e', 'teléfonos', 'móbiles', '.', 'A', 'investigación', 'apunta', 'a', 'varios', 'autores', 'materiais', ',', 'entre', 'eles', 'un', 'taxista', 'de', 'Parla', 'con', 'pasado', 'militar', '.', 'A', 'polémica', 'ampliouse', 'porque', 'o', 'partido', 'non', 'foi', 'declarado', 'de', 'alto', 'risco', 'e', 'houbo', 'escasa', 'presenza', 'policial', '.']",0,26,322,12.384615384615385,0.6425855513307985,1.273764258555133,3.3574144486692017,263.0,0.4945054945054945,0.19230769230769232,0.8102766798418972,0.03557312252964427,0.9227799227799228,0.007722007722007722
gpt5,tldr,"['Dúas', 'semanas', 'despois', 'do', 'asasinato', 'de', 'Jimmy', ',', 'afeccionado', 'do', 'Deportivo', ',', 'a', 'policía', 'detivo', 'máis', 'de', '40', 'persoas', ',', 'maioría', 'do', 'Frente', 'Atlético', ',', 'e', 'tamén', 'membros', 'dos', 'Ultra', 'Boys', 'de', 'Xixón', '.', 'Entre', 'eles', 'había', 'militares', ',', 'un', 'garda', 'civil', 'e', 'persoas', 'de', 'distinta', 'idade', 'e', 'condición', '.', 'Dous', 'dos', 'arrestados', 'están', 'acusados', 'de', 'ser', 'os', 'autores', 'materiais', 'do', 'homicidio', '.', 'A', 'investigación', 'apunta', 'a', 'que', 'os', 'ultras', 'do', 'Atlético', 'prepararon', 'unha', 'emboscada', 'violenta', 'contra', 'os', 'Riazor', 'Blues', ',', 'empregando', 'paus', 'e', 'barras', 'metálicas', '.', 'Jimmy', 'foi', 'golpeado', 'brutalmente', 'e', 'lanzado', 'ao', 'río', 'Manzanares', ',', 'onde', 'faleceu', 'pouco', 'despois', '.', 'O', 'caso', 'xerou', 'polémica', 'política', 'e', 'deportiva', ':', 'Interior', 'acusou', 'ao', 'Deportivo', 'de', 'fallos', 'de', 'seguridade', ',', 'destituíronse', 'responsables', 'policiais', 'e', 'pechouse', 'a', 'bancada', 'dos', 'Riazor', 'Blues', 'en', 'Riazor', ',', 'o', 'que', 'provocou', 'división', 'social', 'entre', 'o', 'deportivismo', '.', 'A', 'operación', 'policial', 'continúa', 'e', 'podería', 'traer', 'máis', 'detencións', ',', 'incluíndo', 'cidadáns', 'estranxeiros', '.']",0,7,155,22.142857142857142,0.7372262773722628,1.6131386861313868,6.445255474452555,137.0,0.34285714285714286,0.11428571428571428,0.6985294117647058,0.0,0.8888888888888888,0.0
